,PROVINCE,DISTRICT,CONSTITUENCY,WARD,POLLING DISTRICT NAME,POLLING STATION NAME,PHASE
256,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,MBILA,MBILA,Mbila Primary School,3
257,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,SHAMBALA,SHAMBALA,Shambala Primary School,3
258,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,KAANZWA,KAANZWA,Kaanzwa Primary School,4
259,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,ITUMBI,KAINGU,Kaingu Community School,4
260,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,KAANZWA,MASASABI,Masasabi Primary School,4
261,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,LUUBWE,MAHUNGU,Mahungu Primary School,4
262,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,BANAMWAZE,KASAKA,Kasaka Primary School,4
263,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,BANAMWAZE,BANAMWAZE,Banamwaze Primary School,4
264,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,MAKUNKU,MAKUNKU,Nansenga Primary School,4
265,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,BASANGA,MUSA,Ngoma Primary School,4
266,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,LUUBWE,LUUBWE,Luubwe Primary School,4
267,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,LUCHENA,NANZHILA,Nanzhila Primary School,4
268,CENTRAL,ITEZHI-TEZHI,ITEZH-ITEZHI,LUCHENA,KACHINKA,Kachinka Primary School,4
269,CENTRAL,KABWE,BWACHA,KANG'OMBA,KANG'OMBA 'B',St Philips Anglican Church,1
270,CENTRAL,KABWE,BWACHA,MUNGA,MUNGA 'A',Naambe Primary School,1
271,CENTRAL,KABWE,BWACHA,CHINYANJA,KALWELWE,Presbyterian Church,1
272,CENTRAL,KABWE,BWACHA,NGUNGU,NEW NGUNGU,Ngungu Primary School,1
273,CENTRAL,KABWE,BWACHA,BEN KAPUFI,5 ACRE,5 Acre CMML Church,1
274,CENTRAL,KABWE,BWACHA,MUWOWO EAST,BONANZA B,Mukobeko Primary School,1
275,CENTRAL,KABWE,BWACHA,CHILILALILA,MAKULULU,Makululu 'C' Primary School,1
276,CENTRAL,KABWE,BWACHA,ZAMBEZI,CHAWAMA,Saint Magdalene Small Christian Community Center,1
277,CENTRAL,KABWE,BWACHA,MAKULULU,KASHIWA,St Johns UCZ Church,1
278,CENTRAL,KABWE,BWACHA,MAKULULU,ANGLICAN,pentecostal holiness Church,1
279,CENTRAL,KABWE,BWACHA,CHILILALILA,CHINGAIPE,St Johns Catholic Community Centre,1
280,CENTRAL,KABWE,BWACHA,KAWAMA,KAWAMA 'A',Council Offices,1
281,CENTRAL,KABWE,BWACHA,BWACHA,BWACHA SOUTH,Bwacha Council Library,1
282,CENTRAL,KABWE,BWACHA,CHIMANIMANI,CHIMANIMANI NORTH,Buseko Primary School,1
283,CENTRAL,KABWE,BWACHA,NGUNGU,BWACHA,Bwacha High School,1
284,CENTRAL,KABWE,KABWE CENTRAL,WAYA,WAYA B,Buyantanshi Open Community School,1
285,CENTRAL,KABWE,KABWE CENTRAL,WAYA,CHOWA EAST,Chowa Catholic School,1
286,CENTRAL,KABWE,KABWE CENTRAL,LUANSASE,GOMBE,Gombe Community School,1
287,CENTRAL,KABWE,KABWE CENTRAL,KATONDO,KATONDO NORTH,Buyantanshi Open Community School,1
288,CENTRAL,KABWE,KABWE CENTRAL,CHIRWA,RAILWAY COMPOUND,BIGOCA Church,1
289,CENTRAL,KABWE,KABWE CENTRAL,KALONGA,SAINT VERONICA,Saint Veronica Parish Catholic Church,1
290,CENTRAL,KABWE,KABWE CENTRAL,KALONGA,KAKUMBI,United apostolic Faith Church,1
291,CENTRAL,KABWE,KABWE CENTRAL,HIGHRIDGE,CHOWA POLICE,River Of Life Church,1
292,CENTRAL,KABWE,KABWE CENTRAL,HIGHRIDGE,RAYTON,Mulungushi University Town Campus,1
293,CENTRAL,KABWE,KABWE CENTRAL,NAKOLI,BUTUNGWA,Jasmine Primary School,1
294,CENTRAL,KABWE,KABWE CENTRAL,LUKANGA,FAMILY MISSION,Family Future Primary School,1
295,CENTRAL,KABWE,KABWE CENTRAL,LUKANGA,CARITUS,Caritus Convert School,1
296,CENTRAL,KABWE,KABWE CENTRAL,DAVID RAMUSHU,KASANDA MINE,David Ramushu Primary School,1
297,CENTRAL,KABWE,KABWE CENTRAL,LUANGWA,LUANGWA 'A',Jasmine Secondary School,1
298,CENTRAL,KABWE,KABWE CENTRAL,DAVID RAMUSHU,CHIPALA,Valleys of Decision Church,1
299,CENTRAL,KABWE,BWACHA,KANG'OMBA,FOUR MILES,Kang'omba Primary School,2
300,CENTRAL,KABWE,BWACHA,MUNYAMA,KASAVASA 'A',Kasavasa Clinic,2
301,CENTRAL,KABWE,BWACHA,CHINYANJA,NYAMA,Hamududu Primary School,2
302,CENTRAL,KABWE,BWACHA,MUNGA,MUNGA 'B',Munga Prmary School,2
303,CENTRAL,KABWE,BWACHA,MUWOWO WEST,KALULU,Kalulu Water Works,2
304,CENTRAL,KABWE,BWACHA,MUWOWO EAST,NYENYEZI,Nyenyezi Community School,2
305,CENTRAL,KABWE,BWACHA,MOOMBA,BWAFWANO,Bwafwano Community School,2
306,CENTRAL,KABWE,BWACHA,MOOMBA,IKALAFYE,Mooba CMML Main Church,2
307,CENTRAL,KABWE,BWACHA,MAKULULU,MUCHELEKA,Makululu Reformed Church,2
308,CENTRAL,KABWE,BWACHA,BEN KAPUFI,MAIPAMBE,Ebenezer Pentecostal Assemblies of God Church,2
309,CENTRAL,KABWE,BWACHA,CHILILALILA,SHANGILA,Buyantanshi Open Community School,2
310,CENTRAL,KABWE,BWACHA,KAWAMA,KAWAMA 'C',Kawama New Apostolic Church,2
311,CENTRAL,KABWE,BWACHA,BWACHA,BWACHA WEST,Bwacha Clinic,2
312,CENTRAL,KABWE,BWACHA,CHIMANIMANI,CHIMANIMANI SOUTH,Rapheal Kombe Girls Secondary School,2
313,CENTRAL,KABWE,BWACHA,CHIMANIMANI,CHIMANIMANI WEST,Ngungu Youth Resource Centre,2
314,CENTRAL,KABWE,KABWE CENTRAL,WAYA,KAMAKUTI,Kawasaki Primary School,2
315,CENTRAL,KABWE,KABWE CENTRAL,JUSTINE KABWE,CHANGACHANGA,Shinning Light Education & Training Centre,2
316,CENTRAL,KABWE,KABWE CENTRAL,LUANSASE,LUANSASE,Katondo Community Development Centre,2
317,CENTRAL,KABWE,KABWE CENTRAL,KATONDO,KATONDO EAST,Katondo Primary School,2
318,CENTRAL,KABWE,KABWE CENTRAL,CHIRWA,CHIRWA,Kasanda Malombe Primary School,2
319,CENTRAL,KABWE,KABWE CENTRAL,KALONGA,KALONGA,Kalonga Secondary School,2
320,CENTRAL,KABWE,KABWE CENTRAL,HIGHRIDGE,BROADWAY,Broadway Secondary School,2
321,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,MPIMA 'B',Agriculture Research Centre,2
322,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,KAMUCHANGA,St Elizabeth Catholic Church,2
323,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,NATUSEKO,Natuseko Primary School,2
324,CENTRAL,KABWE,KABWE CENTRAL,NAKOLI,NAKOLI CENTRAL,Nakoli Hall,2
325,CENTRAL,KABWE,KABWE CENTRAL,LUKANGA,LUKANGA NORTH,Sacred Heart School,2
326,CENTRAL,KABWE,KABWE CENTRAL,JUSTINE KABWE,HELEN KAUNDA,Kasanda Youth Development Centre,2
327,CENTRAL,KABWE,KABWE CENTRAL,LUKANGA,LUKANGA SOUTH,Christian Centre,2
328,CENTRAL,KABWE,KABWE CENTRAL,DAVID RAMUSHU,MAKANDANYAMA,Makululu Home Based Care,2
329,CENTRAL,KABWE,BWACHA,KANG'OMBA,AERODROME,Bethesida Church of God,3
330,CENTRAL,KABWE,BWACHA,MUNGA,SHAKUMBILA,Church of God,3
331,CENTRAL,KABWE,BWACHA,MUNYAMA,KASAVASA 'B',Munyama Primary School,3
332,CENTRAL,KABWE,BWACHA,MUNGA,MAKOMBE,Munga Roman Catholic Church,3
333,CENTRAL,KABWE,BWACHA,MUWOWO WEST,KAPANDE,Kapande Baptist Church,3
334,CENTRAL,KABWE,BWACHA,MUWOWO EAST,MASEVEN,Muwowo Primary School,3
335,CENTRAL,KABWE,BWACHA,CHILILALILA,KALUKUNGU,Makululu Environmental Public Information Centre,3
336,CENTRAL,KABWE,BWACHA,MOOMBA,CROSS JUNCTION,Six to Six UCZ Community Centre,3
337,CENTRAL,KABWE,BWACHA,ZAMBEZI,CHINESE,Makululu B Primary School,3
338,CENTRAL,KABWE,BWACHA,MAKULULU,NAMIBIA,The African National church,3
339,CENTRAL,KABWE,BWACHA,BEN KAPUFI,MUKOBEKO 'A',Council Offices,3
340,CENTRAL,KABWE,BWACHA,KAWAMA,OLOTALA,Olotala Chipangano Church,3
341,CENTRAL,KABWE,BWACHA,BWACHA,NKWASHI,Nkwashi Primary School,3
342,CENTRAL,KABWE,BWACHA,BWACHA,BWACHA EAST,Danford Chirwa Secondary School,3
343,CENTRAL,KABWE,BWACHA,NGUNGU,NGUNGU WEST,Ngungu Younth Resource Centre,3
344,CENTRAL,KABWE,BWACHA,KANG'OMBA,KANG'OMBA FOREST,Chankalamo Primary School,3
345,CENTRAL,KABWE,KABWE CENTRAL,JUSTINE KABWE,YOUTH CENTRE,Shinning Light Education & Training Centre,3
346,CENTRAL,KABWE,KABWE CENTRAL,LUANSASE,KAFULAMASE,Kafulamase Primary School,3
347,CENTRAL,KABWE,KABWE CENTRAL,KATONDO,KATONDO WEST,Favour School,3
348,CENTRAL,KABWE,KABWE CENTRAL,NJANJI,MTSINJE,Mwashi Primary School,3
349,CENTRAL,KABWE,KABWE CENTRAL,HIGHRIDGE,HIGHRIDGE,Kabwe Secondary School,3
350,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,KOHIMA,Nabusanga Primary School,3
351,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,CHINDWIN B,Chindwin Training School,3
352,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,KAPUTULA A,Buyantanshi Open Community School,3
353,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,DALLAS,St Charles Lwanga Catholic Church,3
354,CENTRAL,KABWE,KABWE CENTRAL,NAKOLI,NAKOLI NORTH,Jesus Cares Ministries,3
355,CENTRAL,KABWE,KABWE CENTRAL,LUANGWA,LUANGWA 'B',Kabwe Trust School,3
356,CENTRAL,KABWE,KABWE CENTRAL,LUKANGA,MILIKI TEMBO,Neem Tree Primary School,3
357,CENTRAL,KABWE,KABWE CENTRAL,KALONGA,NKRUMAH,Nkrumah College,3
358,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,MPIMA 'A',New Mpima Dairy Primary School,3
359,CENTRAL,KABWE,BWACHA,KANG'OMBA,KANG'OMBA 'A',Kang'omba Clinic,4
360,CENTRAL,KABWE,BWACHA,MUNYAMA,CHIFUKWA,Chifukwa Temporal Shelter (Tent),4
361,CENTRAL,KABWE,BWACHA,KANG'OMBA,SIBANDA,Justin Kabwe Primary School,4
362,CENTRAL,KABWE,BWACHA,MUNGA,PROSPECT POLICE,Prospect Community Ground (Tent),4
363,CENTRAL,KABWE,BWACHA,MUWOWO WEST,KATUNTULU,Katuntulu Primary School,4
364,CENTRAL,KABWE,BWACHA,MUWOWO EAST,BONAZA 'A',Bonanza Farm,4
365,CENTRAL,KABWE,BWACHA,CHILILALILA,WAYA CHILILALILA,Chililalila West Primary School,4
366,CENTRAL,KABWE,BWACHA,MOOMBA,LWENDA,Moomba Flaming Fire Church,4
367,CENTRAL,KABWE,BWACHA,MAKULULU,HARBOUR,Makululu Health Centre,4
368,CENTRAL,KABWE,BWACHA,BEN KAPUFI,MUKOBEKO C,Mukobeko CMML Church,4
369,CENTRAL,KABWE,BWACHA,BEN KAPUFI,MTSHEDE,Mtshede Primary school,4
370,CENTRAL,KABWE,BWACHA,BEN KAPUFI,MUKOBEKO B,Mukobeko Catholic Church,4
371,CENTRAL,KABWE,BWACHA,KAWAMA,KABWE TRADES,Kabwe Trades Institute,4
372,CENTRAL,KABWE,BWACHA,BWACHA,BWACHA NORTH,Angelina Primary School,4
373,CENTRAL,KABWE,BWACHA,NGUNGU,NGUNGU EAST,Ngungu Primary School,4
374,CENTRAL,KABWE,KABWE CENTRAL,LUANSASE,MUSWISHI,New Apostolic Church,4
375,CENTRAL,KABWE,BWACHA,KANG'OMBA,MUTWE WANSOFU,Old Rural Boma,4
376,CENTRAL,KABWE,KABWE CENTRAL,LUANSASE,KATONDO OVERSPILL,Rose of Sharon Pentecostal Church,4
377,CENTRAL,KABWE,KABWE CENTRAL,WAYA,WAYA A,Discovery Clinic Mothers Shelter,4
378,CENTRAL,KABWE,KABWE CENTRAL,NJANJI,CHOWA WEST,Chowa Community School,4
379,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,MPIMA 'C',Mpima Prison Primary School,4
380,CENTRAL,KABWE,KABWE CENTRAL,KALONGA,MAKWATI,Mulungushi Primary School,4
381,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,CHINDWIN A,Chindwin A Secondary School,4
382,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,KAPUTULA 'B',Buyantanshi Open Community School,4
383,CENTRAL,KABWE,KABWE CENTRAL,NAKOLI,NAKOLI,Nakoli Primary School,4
384,CENTRAL,KABWE,KABWE CENTRAL,NAKOLI,NAKOLI SOUTH,Eternal Pentecostal Life Church,4
385,CENTRAL,KABWE,KABWE CENTRAL,LUANGWA,LUANGWA EXTENTION,Shitima Primary School,4
386,CENTRAL,KABWE,KABWE CENTRAL,JUSTINE KABWE,ST MARYS,Mine Secondary School,4
387,CENTRAL,KABWE,KABWE CENTRAL,KAPUTULA,MOBILE,St Andrews UCZ church,4
388,CENTRAL,KABWE,KABWE CENTRAL,MPIMA,MULU,Memaco Farm,4
389,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,KASHITU,Renato Primary School,1
390,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,NKOLE CENTRAL,Nkole Central School,1
391,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,LUKANDA 'A',Mwala Primary School,1
392,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUSHIMBILI,MUBALASHI,Mubalashi Primary School,1
393,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUSHIMBILI,MPULA,Nkole South Mpula,1
394,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI-MPOSHI CENTRAL,Lukanda Secondary School,1
395,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,TAZARA,Kapiri Primary School,1
396,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,YONGWE,Yongwe Primary School,1
397,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNCHU,CHANKOMO,Chankomo Secondary School,1
398,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,MITA HILLS,Chamakamba Primary School,1
399,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,MUBOFWE,Mubofwe Primary School,1
400,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHANG'ONDO,KAMULOBWE,Kamulobwe Primary School,1
401,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,NTASA,Ntasa Middle Primary School,1
402,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,MIKWALA,Chishinka Primary School,1
403,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,KABANGA,Kabanga Primary School,1
404,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAMPUMBA,KAMPUMBA,Kampumba Primary School,1
405,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,NCHEMBWE,MULUNGUSHI ROCK,Muteteshi Primary School,1
406,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,KAUNGA,Kaunga Primary School,1
407,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,CHILYA BUTUTU,Munyense Primary School,1
408,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,KABWALE,Kabwale Primary School,1
409,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,LUANCHELE,Luanchele Primary School,1
410,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,IMANSA,Imansa Primary School,1
411,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,KATUKWE,Katukwe Primary School,1
412,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,MPUNDE,Mpunde Primary School,1
413,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,CHIMANIMANI,Chimanimani Community School,1
414,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,MEEMBE,Meembe Primary School,1
415,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUNGA,KAMUNTANDWA,Kachenje Primary School,1
416,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUNGA,BUTWA SOUTH,Muchinga Primary School,1
417,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,LUPUKA,Lupuka Primary School,2
418,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,CHAMILONGA,Chamilonga Primary School,2
419,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASANTA,KASANTA,Mafwasa Primary School,2
420,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUSHIMBILI,GEORGE NDASHE,George Ndashe Primary School,2
421,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUSHIMBILI,FIKOLA,Fikola Primary School,2
422,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,MATILYO (KAWELE),Matilyo Primary School,2
423,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,CHISENGAMANG'A,Chisengamang'a Primary School,2
424,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,KABONGA COMMUNITY,Kabonga Primary School,2
425,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNCHU,LUBUTO,Lubuto Primary School,2
426,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,KANYEMU,Kanyemu Primary School,2
427,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHANG'ONDO,NORTH BANK,Kala Primary School,2
428,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHANG'ONDO,MAKAFU,Makafu Primary School,2
429,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,KAKWELESA,Kakwelesa Primary School,2
430,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,LIKUMBI,Likumbi Primary School,2
431,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAMPUMBA,KATELEMUNA,Katelemuna Primary School,2
432,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAMPUMBA,SONSA,Sonsa Primary School,2
433,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,NCHEMBWE,NCHEMBWE,Nchembwe Primary School,2
434,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,TWALUMBA,St. Luke United Church of Zambia,2
435,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,SUNGULA,Sungula Primary School,2
436,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,LUKANDA 'B',Lukanda B Primary School,2
437,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,CHIMBO,Chimbo Primary School,2
438,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,ST. JOSEPH,St Joseph Primary School,2
439,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,MWANGULE,Mwangule Primary School,2
440,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,FIBALE,Fibale Primary School,2
441,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,KACHINKA,Kachinka Primary School,2
442,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,NANSENGA,Nansenga Primary School,2
443,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUNGA,CHILUMBA,Chilumba Primary School,2
444,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUNGA,KAPANDWE,Kapandwe Primary School,2
445,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,MOBE,Mobe Primary School,3
446,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,FUBERA,Fubera Primary School,3
447,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASANTA,IFULUMO (MISENGA),Kapisu Primary School,3
448,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASANTA,CHAMBULUMINA,Chambulumina Primary School,3
449,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,TURN OFF (MULEBA),Palamedes Primary School,3
450,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,NDEKE,Ndeke Primary School,3
451,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,CHIBILE,Chibile Primary School,3
452,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,CHISAMBA,Chisamba Primary School,3
453,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNCHU,KAPILA,Kapila Primary School,3
454,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,MIMBULU,Mimbulu Primary School,3
455,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHANG'ONDO,CHANG`ONDO,Chang`ondo Primary School,3
456,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,CHITUKUTUKU,Chitukutuku Primary School,3
457,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,CHIBWE 'B',Chibwe Primary School,3
458,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,MUCHINGA,Muchinga East Primary School,3
459,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,KAMATETE,Kamatete Community School,3
460,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAMPUMBA,MULUNGUSHI,Mulungushi Primary School,3
461,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,NCHEMBWE,CHIBWE 'A',Luanshimba Primary School,3
462,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,SHIPUNGU,Shipungu Primary School,3
463,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,KAKULU,Kakulu Rural Health Centre,3
464,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,KALENDA,Kalenda Primary School,3
465,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,CHILUNGA,Chilunga Primary School,3
466,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,MUFUKUSHI,Mufukushi Primary School,3
467,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,KAKOMA,Shamputa Primary School,3
468,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,LUKALI,Lukali Primary School,3
469,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,CHIPEPO,Chipepo Primary School,3
470,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,KATO,Kato Primary School,3
471,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUNGA,KANTUPU,Kantupu Primary School,3
472,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,KATANINO RESETTLEMENT SCHEME,Kebamba Community School,4
473,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,KAUNDU,Kaundu Primary School,4
474,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KASHITU,MAPILI,Kapiri Girls National Technical School,4
475,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUSHIMBILI,MUTANUKA,St. Agnes Primary School,4
476,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,SOWETO COMPOUND,Mulonga Primary School,4
477,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI MPOSHI,KAPIRI-MPOSHI SOUTH,Hilltop School (Kawama),4
478,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,KATONDO,Kabalenge Primary School,4
479,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUTETESHI,KAMBOSHA,Kambosha Primary School,4
480,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNCHU,LUNCHU,Lunchu Primary School,4
481,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUNSEMFWA,SHANGOMA,Shangoma Community School,4
482,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHANG'ONDO,MUKONCHI,Mukonchi Secondary School,4
483,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,MBOBOKA,St. Pauls Boarding School,4
484,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,MONDAKE,Mondake Primary School,4
485,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAKWELESA,SUSU,Susu Community School,4
486,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MUBOFWE,CHABAKA AREA,Mufongoshi Community School,4
487,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KAMPUMBA,MULILA KAZEMBE,Ilungu Primary School,4
488,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,NCHEMBWE,KALOKO,Mukabe Primary School,4
489,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,KASEMPA VILLAGE,Insaka Yamushi (Kabowa),4
490,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,CHIBWELELO,GREEN LEAF,Ndili Primary School,4
491,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,LUKANDA SETTLEMENT SCHEME,Kabaka Primary School,4
492,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,KABWALE,KANDINDI,Kandindi Primary School,4
493,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,IMANSA,KANKOLO AREA,Kankolo Community School,4
494,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,LUKANGA,LUPANDWE,Lupandwe Primary School,4
495,CENTRAL,KAPIRI MPOSHI,KAPIRI MPOSHI,MPUNDE,TEMANI VILLAGE,Tuyake Primary School,4
